index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
269,CPLX2,6,-1.14197657721,-0.773844809354,0.455459259578,1.34555808765,-1.0564346774,-0.416701028735,-0.364924045185,0.364311818198,1.58855197245
270,CRH,6,-0.801901878271,-0.813134478051,-0.818197493192,-0.666741032327,1.48090090903,-0.716504890536,0.285806136663,0.436303772554,1.61346895413
271,DDO,6,-0.638754198907,-0.593052733075,-0.638754198907,-0.367739716543,-0.519724605908,-0.38921076611,-0.282898036011,1.31978140008,2.11035285538
272,DGCR6,6,-1.07354534373,-1.01533440835,-0.972900190234,-0.0529374449239,-0.215356242657,0.194549694549,0.121647655545,1.8434705447,1.1704057351
273,DGCR6L,6,-0.321352174743,-1.14243820493,-1.25849053432,0.157458642236,-0.182237177005,-0.305291123487,0.0247962440722,1.88317231919,1.14438200899
274,DISC1,6,-0.696568202997,-1.14210725952,-0.518571773266,0.0845731417625,0.411473536297,-0.54435495514,-0.435352670958,2.20905096458,0.631857219242
275,DRD5,6,-0.791007824441,0.598114329926,-0.456602296499,0.332356715423,-0.499867941658,-0.71058788935,-0.726480050617,-0.0718403088774,2.32591526609
276,FAAH,6,-0.494401860448,-0.776345243409,-1.13613279295,-0.637134961787,-0.341544154487,-0.306691553416,0.641535093831,1.22502097696,1.82569449571
277,GABBR2,6,0.408179034415,-0.875826405058,-0.449073433546,-0.43125388445,-0.703699782547,-0.647387976286,0.0301748155125,0.285164198531,2.38372343343
278,GABRG2,6,-0.210211499065,-0.567191294281,-0.0698894450226,-0.791054205694,-0.782096968826,-0.815045189806,-0.0475218477826,1.23154034539,2.05147010509
279,GFAP,6,-0.0263972418853,-0.508784939801,-0.427778178962,-0.409495176608,-0.327988554685,-0.45533412105,-0.397442903885,-0.0756884190653,2.62890953594
280,GNB3,6,-0.584195450818,-0.56177103952,-0.508207482218,-0.49981027337,-0.466317426509,-0.312366668209,-0.15120590899,0.608659159341,2.47521509029
281,GPM6A,6,-1.29401019244,-1.21804046479,-0.279261407558,-0.464752633588,-0.221072935847,0.165079928067,0.366859721208,1.46463539166,1.48056259329
282,GRIA2,6,-0.773614631367,-0.694811408298,-0.143593173416,-0.369657323159,-0.546546463363,-0.520192931958,-0.31133919734,1.2048676219,2.15488750701
283,GRID1,6,-1.45721912452,-0.162733192583,-0.136716837929,0.0249492588042,-0.549868929818,-0.299089602652,-0.00578821882054,0.270011065734,2.31645558179
284,GRIK4,6,-0.31129633329,-1.10358870033,-1.1555191063,-0.498883810518,-0.499776800335,0.107667909657,0.519127577329,1.81879842865,1.12347083514
285,GRIN3A,6,-0.552004481596,-0.560053559599,0.160587563475,-0.623663358461,-0.378328369158,-0.623900029844,-0.461600922535,0.623998703078,2.41496445464
286,GRIN3B,6,-0.940060063297,-0.860383486977,-0.84450148213,-0.0647598490084,-0.301794644953,-0.239240109993,0.0292313641791,2.01101820949,1.21049006269
287,GRM1,6,-1.28474684898,-0.325548329254,0.0531753127851,-0.541405038426,-0.113676264553,-0.59389698559,-0.365864422681,1.1291822092,2.0427803675
288,GRM5,6,-0.457485370798,-0.876595105545,-0.614157446638,-0.614487831029,-0.302862720464,-0.716967369557,0.305373596144,1.32353503363,1.95364721426
289,GRM7,6,-1.07972366106,-0.00418568104444,0.198195447498,-0.68190349236,-0.811581751576,-0.714240702546,-0.115242017684,1.60388881627,1.6047930425
290,GRM8,6,-0.593879523693,-0.594704804305,-0.591922466524,-0.598336745997,-0.5836455419,-0.548197252533,0.078665691916,1.56025289052,1.87176775252
291,GSC2,6,-0.437998272873,-0.48302052643,-0.450485460541,-0.494782320098,-0.494782320098,-0.402505664941,-0.433692624968,0.755741668313,2.44152552164
292,HRH1,6,-0.835839941317,-0.57887599987,-0.547828443592,-0.30218052695,-0.545161947404,0.0947954094703,-0.137439539934,0.381923303321,2.47060768628
293,HTR1E,6,-0.850102696622,-0.811021110538,-0.647444237442,-0.511611026851,-0.500739637211,-0.378696376783,0.455367674851,1.42904496472,1.81520244588
294,HTR2A,6,-0.753159588436,-0.739352392072,-0.725791090659,-0.391204388454,-0.246091828543,-0.213924933915,-0.255356644284,1.15878051573,2.16610035064
295,HTR2C,6,-0.616827778017,-0.622816017015,-0.595974288677,-0.567219058622,-0.572385751856,-0.447785435218,-0.0414260966478,1.62337196652,1.84106245953
296,HTR4,6,-0.927035879917,-0.667871574798,0.461517619825,-0.673644226435,-0.461356749007,-0.383888544344,-0.445053192843,0.968696569399,2.12863597812
297,HTR5A,6,-0.734184337652,-0.734184337652,-0.734184337652,0.370072797137,-0.417068315969,-0.429241296705,0.0396380062698,0.223300446877,2.41585137535
298,HTR6,6,-0.381325916629,-0.314129713088,-0.564160446117,-0.566515045386,-0.552153050157,-0.511953315749,-0.295778379262,0.760273229142,2.42574263725
299,ITIH3,6,-1.81377490145,0.521986275713,0.501641877544,-0.910372609773,-0.952882799448,0.215446367054,0.353019559254,0.813532586156,1.27140364495
300,ITSN2,6,0.175270210134,-1.70884625109,-0.925632484037,-0.490802842579,-0.416050369239,0.212224068375,0.535033337033,1.40420780374,1.21459652767
301,LRRTM2,6,-0.615122024888,-0.622307770032,-0.611269057948,-0.503552758274,-0.520932401281,-0.496143838619,0.172310263535,0.909501586737,2.28751600077
302,LY96,6,-0.415862809314,-1.14427244673,-1.39908460021,-0.261674371593,-0.215825961935,-0.0564607200878,0.726906859819,1.17398493367,1.59228911637
303,MAOB,6,-1.22576262192,-1.00240685552,-0.74353195402,-0.449783043622,0.0419721819175,0.23942175729,0.136683628955,1.77515231259,1.22825459432
304,MYT1L,6,-0.63969854697,-0.621870148488,-0.337676569151,-0.495341184124,-0.516525627863,-0.515192810753,-0.108764288989,0.886854556117,2.34821462022
305,NGF,6,-0.487843613917,-1.86864404282,0.771539039904,0.022067669411,-1.13121549253,0.435899870175,0.4963575316,0.430168926897,1.33167011128
306,NOS1,6,-0.478091620626,-0.406386349646,-0.786077552079,-0.518282227122,-0.738527382666,-0.591124038046,0.310452368366,1.06422070963,2.14381609219
307,NOTCH4,6,-1.38647353214,-1.31476603296,0.0886775723085,-0.17069689011,-0.0108936325507,-0.114289150178,0.0219463021574,1.70062893609,1.18586642738
308,NPAS3,6,-0.841467695428,-0.895548328962,-0.870663722753,-0.641931128588,-0.548452086823,-0.0722183091242,1.1724685691,1.34885278887,1.34895991371
309,NPS,6,-0.367798266169,-0.367798266169,-0.367798266169,-0.0799697070643,-0.367798266169,-0.367798266169,-0.367798266169,-0.367798266169,2.65455757025
310,NRCAM,6,-0.861507382308,0.212927030509,-0.637381107154,-0.709241222182,-0.753890163106,-0.652374362127,0.150769886625,1.66406910351,1.58662821623
311,NRG3,6,-0.932087063562,-0.677138667143,-0.6144837213,-0.486088461588,-0.329757889935,-0.589716503987,0.350977420542,1.40944650594,1.86884838103
312,NTF3,6,-0.915182755375,0.731916657443,-0.551669824715,-0.676908467753,-0.732831665915,-0.438679738236,-0.140553999492,0.523768167086,2.20014162696
313,NTNG2,6,-0.713194073189,-0.663983792565,-0.803958592548,-0.585664203527,-0.495655524782,-0.402558955496,0.386444827354,1.3847774085,1.89379290626
314,NTRK2,6,-1.33783199028,-1.13192445145,-0.684744037967,-0.105601247262,0.0649031040076,0.660421608576,-0.129910320545,0.862555694443,1.80213164048
315,PDE4D,6,-0.483664973555,-1.26398420395,-1.15920926187,-0.526134540267,-0.409518396917,0.569547504809,0.845850441433,0.769239255718,1.6578741746
316,PDE7B,6,-1.15999637856,-1.09851191919,-0.764218931213,-0.160861261256,-0.310316618655,0.0227305931524,0.496092108875,1.30140292551,1.67367948134
317,PDLIM5,6,-0.485892159794,-1.26529342417,-0.522648810704,-0.771225633038,-0.61999070517,-0.084565563796,0.921195047229,1.57984138445,1.248579865
318,PENK,6,-0.518656777641,-0.529251192685,-0.530699437387,-0.521732137317,-0.519517508161,-0.3730501134,-0.161508102515,0.71502306454,2.43939220457
319,PER3,6,-1.07480356975,-0.233471776031,-0.759615259963,-0.638433615418,-0.545396616914,-0.198443769681,0.492422529616,0.826092767289,2.13164931086
320,PLA2G4A,6,-0.0757415194657,-1.09464629673,-0.548221200205,-0.737837817958,-0.193730996558,0.310593697001,-0.742680042741,2.0487301382,1.03353403846
321,PLXNA2,6,-1.20229194095,-0.997064575153,-0.146080921349,0.378591217312,0.0941672610348,-0.553554184456,-0.219539605707,0.447631751899,2.19814099737
322,PPP1R1B,6,-0.4136767583,-0.608070437228,-0.616315805905,-0.535360801175,-0.433353316502,-0.384884701656,-0.268050564067,0.897728924907,2.36198345993
323,PPP3CC,6,-0.920316876569,-1.42084794944,-0.183712397193,-0.104069112314,-0.67771788268,0.28301992535,0.0361196897382,1.70145108381,1.28607351929
324,PRODH2,6,-0.533882444157,-0.470728955962,-0.646866476976,-0.537170434158,-0.646866476976,-0.469272214356,0.169473989825,2.3435197495,0.791793263263
325,RELN,6,-0.960391934052,-0.814468493082,-0.00903750517955,-0.390092179999,-0.416153431914,-0.0369106376164,-0.303557702896,0.543053683264,2.38755820148
326,RGS4,6,-1.10091944803,-1.07862346683,-0.639491040527,-0.542040516333,-0.484087673596,0.494357449626,0.435795562455,1.41004925044,1.5049598828
327,SAG,6,-0.696701376443,-0.718250542566,-0.590137083755,-0.463118395083,0.00973392103468,-0.542819477382,-0.320185994033,1.14956195216,2.17191699607
328,SDF4,6,-0.663338067453,-1.21332546217,-1.2244447465,-0.372463631002,-0.35130081646,0.438284873061,0.708359089851,1.49093120496,1.18729755571
329,SLC12A2,6,-0.835588625329,-0.59712718833,-0.542367468887,-0.816527269497,-0.529090514162,-0.430038209406,0.5305739311,1.44692513495,1.77324020956
330,SLC17A7,6,-1.01208035866,0.0959744852596,-0.335092658252,-0.412651874914,-0.861157825888,0.379519197984,-0.237190342247,-0.013535035221,2.39621441193
331,SLC17A8,6,-0.670191837427,-0.680797919653,-0.665775710965,-0.60491812068,-0.534848317838,-0.527003084988,0.514931661135,2.04755145772,1.1210518727
332,SLC18A1,6,-0.824512478203,-0.787002570877,-0.771915252215,-0.623621009784,-0.352774514688,-0.303722973751,0.728544631441,0.892415008043,2.04258916004
333,SLC18A2,6,0.441700366077,-1.0359262743,-0.542038745645,-0.887436744246,-0.71665577714,-0.572330612148,0.235252240086,1.63515775784,1.44227778948
334,SLC18A3,6,-0.602701255256,-0.614816851623,-0.588339836102,-0.263700564591,-0.467126240679,-0.127533067851,-0.284350824146,0.43008266984,2.51848597041
335,SLC1A2,6,-0.983780463969,-0.515885140031,-0.702781900417,-0.346289182263,-0.564937930899,-0.708235577831,0.787353848602,1.2856802132,1.74887613361
336,SLC1A3,6,-0.183651031708,-0.522627035219,-0.346558172728,-0.729377687327,-0.629647504776,-0.695155434526,-0.0902806298912,0.87690238936,2.32039510682
337,SLC6A5,6,-0.18491230304,-0.453274272037,-0.210849322746,-0.423379837722,-0.382892015899,-0.453274272037,-0.212061088999,-0.330804856217,2.6514479687
338,SNAP25,6,-0.680808562788,-0.848181207376,-0.383511756627,0.453407021325,-0.80938739304,-0.649234218613,-0.0997959761096,0.866429311237,2.15108278199
339,ST8SIA2,6,-1.8157318883,1.15150184074,-0.289957294657,-0.60757347065,-0.700231345386,-0.0749243573682,0.503942888049,0.41942128735,1.41355234022
340,SYN1,6,0.668264957192,-1.35618056067,-1.14390118471,-0.389771577895,-0.533907038905,0.109212265661,0.135542198552,0.628274520023,1.88246642075
341,SYNE1,6,-1.22562060866,-1.13576858761,-0.696933365688,-0.308110644513,0.00737891130109,0.0604984452084,0.291496561984,1.41039528671,1.59666400126
342,SYP,6,-0.8208789195,-1.00070288583,-0.266591015942,0.215931269499,-0.688338937475,-0.177852152831,-0.105789361633,0.515021762169,2.32920024155
343,TACR3,6,-0.150402589686,-0.779116416109,-0.561639900059,-0.846968187264,-0.683503837883,-0.75949295607,0.842909476016,1.83414610034,1.10406831072
344,TBR1,6,-0.65180947501,-0.651296344617,-0.654126416203,-0.657152020748,-0.625347292997,-0.262108962529,0.271968639778,1.09461685565,2.13525501667
345,TBX1,6,-1.03507985012,-1.27551641856,0.40442726733,0.685117693538,-0.562565018539,-0.329107225122,-0.348275865685,0.490778885803,1.97022053136
346,TPH1,6,-0.496649079176,-0.494050969396,-0.492852032874,-0.499252212736,-0.512669202935,-0.477961810662,-0.259292787286,0.831086385931,2.40164170913
347,TSPO,6,-0.263780826362,-1.09972863841,-1.11416611773,-0.294783424168,-0.457322958656,0.0755823754421,0.0891746760489,1.046325649,2.01869926484
348,VIPR2,6,-0.52981228987,-0.485750685576,-0.556733155672,-0.475699521955,-0.444441675814,-0.436130022313,-0.367443614477,0.943552995143,2.35245797053
349,VLDLR,6,0.201467078434,-1.04829148453,-0.579286485786,-1.26845350664,-0.271114754093,-0.57819779114,1.53496334808,0.745464948822,1.26344864684
350,WWC1,6,-0.254507740047,-1.26099835636,-1.04796957186,-0.857178356306,-0.286159496492,0.122056718769,1.43209424407,0.922290815736,1.23037174249
351,XKR4,6,-0.680555733777,-1.78155297158,-0.190329521491,0.0360448642477,-0.121582260413,-0.129672650181,0.253874112967,0.669144437726,1.9446297225
352,ZFYVE28,6,-0.417236430639,-1.07095499776,-0.96079572729,-0.325767565831,-0.190248086934,-0.496287284197,0.224103148165,1.42198607619,1.81520086829
353,ZNF804A,6,-0.660783422495,-0.382005497907,-0.661116486641,-0.601742959012,-0.576563144796,-0.445615478046,-0.0346087540176,1.21587690625,2.14655883667
